Date,Open,High,Low,Close,Volume
2022-05-20 00:00:00,660.0,660.0,650.0,660.0,600
2022-05-23 00:00:00,660.0,660.0,660.0,660.0,900
2022-05-24 00:00:00,650.0,720.0,650.0,650.0,7900
2022-05-25 00:00:00,665.0,665.0,655.0,655.0,600
2022-05-27 00:00:00,655.0,690.0,655.0,690.0,200
2022-05-30 00:00:00,690.0,690.0,690.0,690.0,0
2022-05-31 00:00:00,650.0,690.0,650.0,690.0,8900
2022-06-02 00:00:00,690.0,690.0,685.0,685.0,1100
2022-06-03 00:00:00,685.0,690.0,645.0,680.0,15700
2022-06-06 00:00:00,650.0,650.0,635.0,635.0,803400
2022-06-07 00:00:00,680.0,685.0,635.0,635.0,1300
2022-06-08 00:00:00,635.0,660.0,610.0,635.0,21900
2022-06-09 00:00:00,635.0,665.0,635.0,665.0,13100
2022-06-10 00:00:00,655.0,655.0,655.0,655.0,100
2022-06-13 00:00:00,640.0,660.0,620.0,660.0,12700
2022-06-14 00:00:00,660.0,660.0,655.0,660.0,11900
2022-06-15 00:00:00,660.0,660.0,660.0,660.0,200
2022-06-16 00:00:00,655.0,655.0,625.0,625.0,700
2022-06-17 00:00:00,625.0,625.0,605.0,605.0,11800
2022-06-20 00:00:00,645.0,740.0,610.0,645.0,99800
2022-06-21 00:00:00,645.0,645.0,600.0,600.0,139400
2022-06-22 00:00:00,645.0,645.0,600.0,615.0,34200
2022-06-23 00:00:00,600.0,615.0,595.0,600.0,31500
2022-06-24 00:00:00,600.0,600.0,585.0,585.0,8000
2022-06-27 00:00:00,605.0,640.0,585.0,610.0,31800
2022-06-28 00:00:00,620.0,620.0,600.0,600.0,18500
2022-06-29 00:00:00,600.0,600.0,595.0,595.0,1400
2022-06-30 00:00:00,565.0,600.0,560.0,575.0,21000
2022-07-01 00:00:00,580.0,580.0,575.0,580.0,2400
2022-07-04 00:00:00,580.0,615.0,580.0,610.0,24600
2022-07-05 00:00:00,610.0,610.0,585.0,585.0,2200
2022-07-06 00:00:00,600.0,600.0,555.0,600.0,32200
2022-07-07 00:00:00,565.0,600.0,565.0,600.0,1900
2022-07-08 00:00:00,570.0,605.0,570.0,575.0,34600
2022-07-11 00:00:00,600.0,600.0,595.0,595.0,1400
2022-07-12 00:00:00,585.0,595.0,555.0,555.0,55000
2022-07-13 00:00:00,560.0,590.0,520.0,585.0,54600
2022-07-14 00:00:00,595.0,595.0,545.0,545.0,58200
2022-07-15 00:00:00,520.0,580.0,520.0,545.0,2600
2022-07-18 00:00:00,565.0,565.0,525.0,545.0,42400
2022-07-19 00:00:00,530.0,580.0,530.0,580.0,400
2022-07-20 00:00:00,570.0,575.0,550.0,550.0,49300
2022-07-21 00:00:00,555.0,575.0,550.0,570.0,31200
2022-07-22 00:00:00,565.0,575.0,565.0,575.0,600
2022-07-25 00:00:00,575.0,580.0,550.0,560.0,36200
2022-07-26 00:00:00,555.0,575.0,550.0,555.0,43200
2022-07-27 00:00:00,555.0,575.0,545.0,560.0,6900
2022-07-28 00:00:00,560.0,560.0,535.0,560.0,12300
2022-07-29 00:00:00,560.0,585.0,560.0,575.0,48800
2022-08-01 00:00:00,560.0,575.0,560.0,575.0,1200
2022-08-02 00:00:00,570.0,575.0,540.0,540.0,51300
2022-08-03 00:00:00,570.0,570.0,570.0,570.0,600
2022-08-04 00:00:00,570.0,570.0,570.0,570.0,1400
2022-08-05 00:00:00,550.0,565.0,550.0,560.0,10900
2022-08-08 00:00:00,560.0,560.0,545.0,560.0,17500
2022-08-09 00:00:00,560.0,560.0,545.0,550.0,16300
2022-08-10 00:00:00,550.0,595.0,550.0,555.0,57400
2022-08-11 00:00:00,555.0,585.0,550.0,550.0,27900
2022-08-12 00:00:00,570.0,575.0,550.0,560.0,13700
2022-08-15 00:00:00,550.0,550.0,550.0,550.0,20400
2022-08-16 00:00:00,550.0,550.0,535.0,550.0,45300
2022-08-18 00:00:00,555.0,555.0,550.0,555.0,1900
2022-08-19 00:00:00,555.0,560.0,555.0,560.0,2100
2022-08-22 00:00:00,560.0,565.0,560.0,565.0,48300
2022-08-23 00:00:00,570.0,570.0,570.0,570.0,100
2022-08-24 00:00:00,565.0,570.0,565.0,570.0,200
2022-08-25 00:00:00,550.0,560.0,545.0,560.0,10200
2022-08-26 00:00:00,560.0,570.0,560.0,560.0,4400
2022-08-29 00:00:00,570.0,570.0,525.0,555.0,56800
2022-08-30 00:00:00,560.0,560.0,540.0,540.0,2400
2022-08-31 00:00:00,560.0,560.0,550.0,560.0,21100
2022-09-01 00:00:00,540.0,600.0,540.0,555.0,77700
2022-09-02 00:00:00,555.0,570.0,540.0,540.0,271900
2022-09-05 00:00:00,570.0,575.0,545.0,570.0,42600
2022-09-06 00:00:00,570.0,585.0,560.0,585.0,23800
2022-09-07 00:00:00,590.0,730.0,590.0,730.0,391100
2022-09-08 00:00:00,730.0,910.0,730.0,910.0,207700
2022-09-09 00:00:00,940.0,1135.0,860.0,880.0,761700
2022-09-12 00:00:00,880.0,1095.0,880.0,935.0,250700
2022-09-13 00:00:00,935.0,990.0,875.0,920.0,78300
2022-09-14 00:00:00,890.0,920.0,860.0,865.0,48600
2022-09-15 00:00:00,870.0,870.0,825.0,830.0,28900
2022-09-16 00:00:00,820.0,845.0,775.0,775.0,49600
2022-09-19 00:00:00,725.0,850.0,725.0,725.0,36900
2022-09-20 00:00:00,725.0,760.0,700.0,730.0,4100
2022-09-21 00:00:00,695.0,755.0,695.0,720.0,10900
2022-09-22 00:00:00,695.0,695.0,670.0,670.0,25100
2022-09-23 00:00:00,670.0,835.0,670.0,835.0,101000
2022-09-26 00:00:00,835.0,865.0,780.0,780.0,79300
2022-09-27 00:00:00,780.0,790.0,740.0,740.0,30800
2022-09-28 00:00:00,740.0,740.0,730.0,730.0,2800
2022-09-29 00:00:00,700.0,715.0,690.0,695.0,5000
2022-09-30 00:00:00,690.0,690.0,650.0,670.0,20700
2022-10-03 00:00:00,670.0,795.0,635.0,730.0,135800
2022-10-04 00:00:00,735.0,910.0,690.0,790.0,181200
2022-10-05 00:00:00,795.0,810.0,770.0,800.0,8600
2022-10-06 00:00:00,760.0,795.0,745.0,745.0,57400
